,0,1,2,3,4
2996,چراغ,t ʃ i ɾ ɔː ɣ ~ t ʃ a ɾ ɔː ɣ,چراغ,CANNNNNNOT,t S i r A q ~ t S a r A q
2997,چراغ,t ʃ ɪ ɾ ɒː ɣ ~ t ʃ a ɾ ɒː ɣ,چراغ,CANNNNNNOT,t S i r A q ~ t S a r A q
2998,چربی,t ʃ æ r b iː,چربی,CANNNNNNOT,t S a r b i
2999,چرخ,t͡ʃ æ ɾ x,چرخ,CANNNNNNOT,t͡S a r x
3000,چرخیدن,t ʃ e ɾ x i d̪ æ n,چرخیدن,CANNNNNNOT,t S e r x i d̪ a n
3001,چرخیدن,t ʃ æ ɾ x i d̪ æ n,چرخیدن,CANNNNNNOT,t S a r x i d̪ a n
3002,چرک,t ʃ e ɾ k,چرک,CANNNNNNOT,t S e r k
3003,چرک,t ʃ æ ɾ k,چرک,CANNNNNNOT,t S a r k
3004,چشم,t ʃʰ e ʃ m,چشم,CANNNNNNOT,t Sʰ e S m
3005,چشم,t ʃʰ æ ʃ m,چشم,CANNNNNNOT,t Sʰ a S m
3006,چشمان,t ʃʰ e ʃ m ɒː,چشمان,CANNNNNNOT,t Sʰ e S m A
3007,چشمان,t ʃʰ e ʃ m ɒː n,چشمان,CANNNNNNOT,t Sʰ e S m A n
3008,چشمان,t ʃʰ æ ʃ m ɒː,چشمان,CANNNNNNOT,t Sʰ a S m A
3009,چشمان,t ʃʰ æ ʃ m ɒː n,چشمان,CANNNNNNOT,t Sʰ a S m A n
3010,چشمه,t͡ʃ æ ʃ m æ,چشمه,CANNNNNNOT,t͡S a S m a
3011,چطور,t ʃ e t o w ɾ,چطور,CANNNNNNOT,t S e t o w r
3012,چطور,t ʃ e t oː ɾ,چطور,CANNNNNNOT,t S e t oː r
3013,چطور,t ʃ i t a v ɾ,چطور,CANNNNNNOT,t S i t a v r
3014,چطور,t ʃ i t a w ɾ,چطور,CANNNNNNOT,t S i t a w r
3015,چطور,t ʃ ɪ t a w ɾ,چطور,CANNNNNNOT,t S i t a w r
3016,چقدر,t ʃ e ɣ æ d æ ɾ,چقدر,CANNNNNNOT,t S e q a d a r
3017,چقدر,t ʃ i q a d a ɾ,چقدر,CANNNNNNOT,t S i q a d a r
3018,چقدر,t ʃ ɪ q a d a ɾ,چقدر,CANNNNNNOT,t S i q a d a r
3019,چل,t ʃʰ e l,چل,CANNNNNNOT,t Sʰ e l
3020,چل,t ʃʰ o l,چل,CANNNNNNOT,t Sʰ o l
3021,چله,t ʃʰ e l e,چله,CANNNNNNOT,t Sʰ e l e
3022,چله,t ʃʰ e l l e,چله,CANNNNNNOT,t Sʰ e l l e
3023,چله,t ʃʰ æ l e,چله,CANNNNNNOT,t Sʰ a l e
3024,چنان,t ʃ o n ɒː n,چنان,CANNNNNNOT,t S o n A n
3025,چنین,t ʃ o n iː n,چنین,CANNNNNNOT,t S o n i n
3026,چه,t ʃ a,چه,CANNNNNNOT,t S a
3027,چه,t ʃ e,چه,CANNNNNNOT,t S e
3028,چهره,t ʃ e h ɾ a,چهره,CANNNNNNOT,t S e h r a
3029,چهره,t ʃ e h ɾ e,چهره,CANNNNNNOT,t S e h r e
3030,چهره,t ʃ i h ɾ a,چهره,CANNNNNNOT,t S i h r a
3031,چهره,t ʃ ɪ h ɾ a,چهره,CANNNNNNOT,t S i h r a
3032,چهل,t ʃ e h e l,چهل,CANNNNNNOT,t S e h e l
3033,چهل,t ʃ i h i l,چهل,CANNNNNNOT,t S i h i l
3034,چهل,t ʃ ɪ h ɪ l,چهل,CANNNNNNOT,t S i h i l
3035,چو,t ʃ o w,چو,CANNNNNNOT,t S o w
3036,چو,t ʃ uː,چو,CANNNNNNOT,t S A
3037,چوب,t ʃ oː b,چوب,CANNNNNNOT,t S oː b
3038,چوب,t ʃ uː b,چوب,CANNNNNNOT,t S A b
3039,چوب,t ʃ ɵː b,چوب,CANNNNNNOT,t S ɵː b
3040,چون,t ʃ o n,چون,CANNNNNNOT,t S o n
3041,چون,t ʃ uː n,چون,CANNNNNNOT,t S A n
3042,چوپ,t͡ʃ oː p,چوپ,CANNNNNNOT,t͡S oː p
3043,چوکی,t ʃ a w k iː,چوکی,CANNNNNNOT,t S a w k i
3044,چپ,t ʃ æ p,چپ,CANNNNNNOT,t S a p
3045,چکش,t͡ʃ æ k u ʃ,چکش,CANNNNNNOT,t͡S a k u S
3046,چکمه,t ʃ a k m a,چکمه,CANNNNNNOT,t S a k m a
3047,چکمه,t ʃ æ k m e,چکمه,CANNNNNNOT,t S a k m e
3048,چکیدن,t ʃ a k i d a n,چکیدن,CANNNNNNOT,t S a k i d a n
3049,چکیدن,t ʃ a k iː d a n,چکیدن,CANNNNNNOT,t S a k i d a n
3050,چکیدن,t ʃ e k iː d æ n,چکیدن,CANNNNNNOT,t S e k i d a n
3051,چکیدن,t ʃ æ k iː d æ n,چکیدن,CANNNNNNOT,t S a k i d a n
3052,چگونه,t ʃ e ɡ uː n e,چگونه,CANNNNNNOT,t S e ɡ A n e
3053,چگونه,t ʃ i ɡ u n a,چگونه,CANNNNNNOT,t S i ɡ u n a
3054,چگونه,t ʃ i ɡ uː n a,چگونه,CANNNNNNOT,t S i ɡ A n a
3055,چگونه,t ʃ ɪ ɡ uː n a,چگونه,CANNNNNNOT,t S i ɡ A n a
3056,چی,t ʃ iː ~ t ʃ e,چی,CANNNNNNOT,t S i ~ t S e
3057,چی,t ʃ iː ~ t ʃ i,چی,CANNNNNNOT,t S i ~ t S i
3058,چی,t ʃ iː ~ t ʃ ɪ,چی,CANNNNNNOT,t S i ~ t S i
3059,چیزی,t ʃ i z e,چیزی,CANNNNNNOT,t S i z e
3060,چیزی,t ʃ iː z eː,چیزی,CANNNNNNOT,t S i z eː
3061,چیزی,t ʃ iː z iː,چیزی,CANNNNNNOT,t S i z i
3062,چیست,t ʃ e s t,چیست,CANNNNNNOT,t S e s t
3063,چیست,t ʃ eː s t,چیست,CANNNNNNOT,t S eː s t
3064,چیست,t ʃ iː s t,چیست,CANNNNNNOT,t S i s t
3065,چیش,t ʃ i ʃ,چیش,CANNNNNNOT,t S i S
3066,چینی,t ʃ i n iː,چینی,CANNNNNNOT,t S i n i
3067,چینی,t ʃ iː n iː,چینی,CANNNNNNOT,t S i n i
3068,ژ,ʒ,ژ,CANNNNNNOT,ʒ
3069,ژاله,ʒ ɑː l a,ژاله,CANNNNNNOT,ʒ A l a
3070,ژاله,ʒ ɒː l a,ژاله,CANNNNNNOT,ʒ A l a
3071,ژاله,ʒ ɒː l e,ژاله,CANNNNNNOT,ʒ A l e
3072,ژاله,ʒ ɔː l a,ژاله,CANNNNNNOT,ʒ A l a
3073,ژامبون,ʒ ɒː m b o n,ژامبون,CANNNNNNOT,ʒ A m b o n
3074,ژاندرم,ʒ ɒː n d æ r m,ژاندرم,CANNNNNNOT,ʒ A n d a r m
3075,ژرف,ʒ æ ɾ f,ژرف,CANNNNNNOT,ʒ a r f
3076,ژرفی,ʒ æ ɾ f iː,ژرفی,CANNNNNNOT,ʒ a r f i
3077,ژرف‌تر,ʒ æ ɾ f t æ ɾ,ژرفتر,CANNNNNNOT,ʒ a r f t a r
3078,ژرف‌ترین,ʒ æ ɾ f t æ ɾ iː n,ژرفترین,CANNNNNNOT,ʒ a r f t a r i n
3079,ژم,ʒ æ m,ژم,CANNNNNNOT,ʒ a m
3080,ژنو,ʒ e n e v,ژنو,CANNNNNNOT,ʒ e n e v
3081,ژولیدن,ʒ uː l iː d æ n,ژولیدن,CANNNNNNOT,ʒ A l i d a n
3082,ژوپیتر,ʒ u p i t e ɾ,ژوپیتر,CANNNNNNOT,ʒ u p i t e r
3083,ژکفر,ʒ æ k f æ ɾ,ژکفر,CANNNNNNOT,ʒ a k f a r
3084,کابل,k ɑː b u l,کابل,CANNNNNNOT,k A b u l
3085,کابل,k ɒː b o l,کابل,CANNNNNNOT,k A b o l
3086,کابل,k ɒː b ʊ l,کابل,CANNNNNNOT,k A b ʊ l
3087,کابل,k ɔː b u l,کابل,CANNNNNNOT,k A b u l
3088,کار,k ɑː ɾ,کار,CANNNNNNOT,k A r
3089,کار,k ɒː ɾ,کار,CANNNNNNOT,k A r
3090,کار,k ɔː ɾ,کار,CANNNNNNOT,k A r
3091,کاروان,k ɒː ɾ w ɒː n,کاروان,CANNNNNNOT,k A r w A n
3092,کارواژه‌ها,k ɒː r v ɒː ʒ e h ɒː,کارواژهها,CANNNNNNOT,k A r v A ʒ e h A
3093,کارواژگان,k ɒː r v ɒː ʒ e ɡ ɒː n,کارواژگان,CANNNNNNOT,k A r v A ʒ e ɡ A n
3094,کاریز,k ɑː ɾ eː z,کاریز,CANNNNNNOT,k A r eː z
3095,کاریز,k ɒː ɾ eː z,کاریز,CANNNNNNOT,k A r eː z
3096,کاریز,k ɒː ɾ iː z,کاریز,CANNNNNNOT,k A r i z
3097,کاریز,k ɔː ɾ e z,کاریز,CANNNNNNOT,k A r e z
3098,کاسه,k ɒː s e,کاسه,CANNNNNNOT,k A s e
3099,کاسه,k ɒː s æ,کاسه,CANNNNNNOT,k A s a
3100,کاغذ,k ɑː ɣ a ð,کاغذ,CANNNNNNOT,k A q a ð
3101,کاغذ,k ɒː ɣ a z,کاغذ,CANNNNNNOT,k A q a z
3102,کاغذ,k ɒː ɣ æ z,کاغذ,CANNNNNNOT,k A q a z
3103,کاغذ,k ɔː ɣ a z,کاغذ,CANNNNNNOT,k A q a z
3104,کاغذها,k ɒː ɣ æ z h ɒː,کاغذها,CANNNNNNOT,k A q a z h A
3105,کافر,k ɒː f e r,کافر,CANNNNNNOT,k A f e r
3106,کافی,k ɒː f iː,کافی,CANNNNNNOT,k A f i
3107,کالب,k ɒː l e b,کالب,CANNNNNNOT,k A l e b
3108,کالب,k ɒː l o b,کالب,CANNNNNNOT,k A l o b
3109,کالیفرنیا,k ɒː l iː f o r n i j ɒː,کالیفرنیا,CANNNNNNOT,k A l i f o r n i y A
3110,کباب,k a b ɑː b,کباب,CANNNNNNOT,k a b A b
3111,کباب,k a b ɒː b,کباب,CANNNNNNOT,k a b A b
3112,کباب,k a b ɔː b,کباب,CANNNNNNOT,k a b A b
3113,کباب,k æ b ɒː b,کباب,CANNNNNNOT,k a b A b
3114,کباب,k ɒː b ɒː b,کباب,CANNNNNNOT,k A b A b
3115,کبوتر,k æ b oː t æ ɾ,کبوتر,CANNNNNNOT,k a b oː t a r
3116,کبوتر,k æ b uː t æ ɾ,کبوتر,CANNNNNNOT,k a b A t a r
3117,کبود,k æ b oː d,کبود,CANNNNNNOT,k a b oː d
3118,کبود,k æ b uː d,کبود,CANNNNNNOT,k a b A d
3119,کتاب,k e t ɒː b,کتاب,CANNNNNNOT,k e t A b
3120,کتاب,k i t ɑː b,کتاب,CANNNNNNOT,k i t A b
3121,کتاب,k i t ɔː b,کتاب,CANNNNNNOT,k i t A b
3122,کتاب,k ɪ t ɒː b,کتاب,CANNNNNNOT,k i t A b
3123,کجا,k o d ʒ ɒː,کجا,CANNNNNNOT,k o j A
3124,کجا,k u d ʒ ɑː,کجا,CANNNNNNOT,k u j A
3125,کجا,k u d ʒ ɔː,کجا,CANNNNNNOT,k u j A
3126,کجا,k ʊ d ʒ ɒː,کجا,CANNNNNNOT,k ʊ j A
3127,کرایه,k i ɾ ɒː j æ,کرایه,CANNNNNNOT,k i r A y a
3128,کردار,k e ɾ d ɒː ɾ,کردار,CANNNNNNOT,k e r d A r
3129,کردار,k i ɾ d ɑː ɾ,کردار,CANNNNNNOT,k i r d A r
3130,کردار,k i ɾ d ɔː ɾ,کردار,CANNNNNNOT,k i r d A r
3131,کردار,k ɪ ɾ d ɒː ɾ,کردار,CANNNNNNOT,k i r d A r
3132,کردن,k e ɾ d æ n,کردن,CANNNNNNOT,k e r d a n
3133,کردن,k æ ɾ d æ n,کردن,CANNNNNNOT,k a r d a n
3134,کرفس,k æ ɾ æ f s,کرفس,CANNNNNNOT,k a r a f s
3135,کریمه,k e ɾ iː m e,کریمه,CANNNNNNOT,k e r i m e
3136,کسی,k a s e,کسی,CANNNNNNOT,k a s e
3137,کسی,k a s eː,کسی,CANNNNNNOT,k a s eː
3138,کسی,k e s iː,کسی,CANNNNNNOT,k e s i
3139,کسی,k æ s iː,کسی,CANNNNNNOT,k a s i
3140,کشتن,k e ʃ t æ n,کشتن,CANNNNNNOT,k e S t a n
3141,کشتن,k i ʃ t a n,کشتن,CANNNNNNOT,k i S t a n
3142,کشتن,k o ʃ t æ n,کشتن,CANNNNNNOT,k o S t a n
3143,کشتن,k u ʃ t a n,کشتن,CANNNNNNOT,k u S t a n
3144,کشتن,k ɪ ʃ t a n,کشتن,CANNNNNNOT,k i S t a n
3145,کشتن,k ʊ ʃ t a n,کشتن,CANNNNNNOT,k ʊ S t a n
3146,کشکول,k æ ʃ k uː l,کشکول,CANNNNNNOT,k a S k A l
3147,کشیدن,k a ʃ i d a n,کشیدن,CANNNNNNOT,k a S i d a n
3148,کشیدن,k a ʃ iː d a n,کشیدن,CANNNNNNOT,k a S i d a n
3149,کشیدن,k e ʃ iː d æ n,کشیدن,CANNNNNNOT,k e S i d a n
3150,کشیدن,k æ ʃ iː d æ n,کشیدن,CANNNNNNOT,k a S i d a n
3151,کفاش,k æ f f ɒ ʃ,کفاش,CANNNNNNOT,k a f f ɒ S
3152,کفتر,k e f t æ ɾ,کفتر,CANNNNNNOT,k e f t a r
3153,کفش,k æ f ʃ,کفش,CANNNNNNOT,k a f S
3154,کلاس,k e l ɒː s,کلاس,CANNNNNNOT,k e l A s
3155,کلاغ,k a l ɑː ɣ,کلاغ,CANNNNNNOT,k a l A q
3156,کلاغ,k a l ɒː ɣ,کلاغ,CANNNNNNOT,k a l A q
3157,کلاغ,k a l ɔː ɣ,کلاغ,CANNNNNNOT,k a l A q
3158,کلاغ,k æ l ɒː ɣ,کلاغ,CANNNNNNOT,k a l A q
3159,کلاغ,k ɒː l ɒː ɣ,کلاغ,CANNNNNNOT,k A l A q
3160,کلان,k a l ɑː n,کلان,CANNNNNNOT,k a l A n
3161,کلان,k a l ɒː n,کلان,CANNNNNNOT,k a l A n
3162,کلان,k a l ɔː n,کلان,CANNNNNNOT,k a l A n
3163,کلان,k æ l ɒː n,کلان,CANNNNNNOT,k a l A n
3164,کلان,k ɒː l uː n,کلان,CANNNNNNOT,k A l A n
3165,کلمه,k a l a m a,کلمه,CANNNNNNOT,k a l a m a
3166,کلمه,k æ l æ m e,کلمه,CANNNNNNOT,k a l a m e
3167,کلپ,k l æ p,کلپ,CANNNNNNOT,k l a p
3168,کلید,k i l iː d̪,کلید,CANNNNNNOT,k i l i d̪
3169,کلید,k æ l iː d̪,کلید,CANNNNNNOT,k a l i d̪
3170,کمزور,k a m z oː ɾ,کمزور,CANNNNNNOT,k a m z oː r
3171,کمزور,k a m z ɵː ɾ,کمزور,CANNNNNNOT,k a m z ɵː r
3172,کمزور,k æ m z uː ɾ,کمزور,CANNNNNNOT,k a m z A r
3173,کمو,k æ m uː,کمو,CANNNNNNOT,k a m A
3174,کم‌کم,k æ m k æ m,کمکم,CANNNNNNOT,k a m k a m
3175,کن,k e n,کن,CANNNNNNOT,k e n
3176,کن,k o n,کن,CANNNNNNOT,k o n
3177,کن,k u n,کن,CANNNNNNOT,k u n
3178,کن,k ʊ n,کن,CANNNNNNOT,k ʊ n
3179,کنار,k e n ɒː ɾ,کنار,CANNNNNNOT,k e n A r
3180,کنسرت,k o n s e ɾ t,کنسرت,CANNNNNNOT,k o n s e r t
3181,کنعان,k æ n ʔ ɒː n,کنعان,CANNNNNNOT,k a n A n
3182,کنفرانس,k o n f e ɾ ɒː n s,کنفرانس,CANNNNNNOT,k o n f e r A n s
3183,کنکور,k o ŋ k uː r,کنکور,CANNNNNNOT,k o ŋ k A r
3184,کنگره,k o n ɡ r e,کنگره,CANNNNNNOT,k o n ɡ r e
3185,که,k e,که,CANNNNNNOT,k e
3186,که,k e h,که,CANNNNNNOT,k e h
3187,که,k i,که,CANNNNNNOT,k i
3188,که,k ɪ,که,CANNNNNNOT,k i
3189,کهر,k æ h æ ɾ,کهر,CANNNNNNOT,k a h a r
3190,کهنه,k o h n e,کهنه,CANNNNNNOT,k o h n e
3191,کهنه,k u h n a,کهنه,CANNNNNNOT,k u h n a
3192,کهنه,k ɵː h n a,کهنه,CANNNNNNOT,k ɵː h n a
3193,کهنه,k ʊ h n a,کهنه,CANNNNNNOT,k ʊ h n a
3194,کهکشان,k æ h k e ʃ ɒː n,کهکشان,CANNNNNNOT,k a h k e S A n
3195,کهکشان,k æ h k æ ʃ ɒː n,کهکشان,CANNNNNNOT,k a h k a S A n
3196,کهکشان‌ها,k æ h k æ ʃ ɒː n h ɒː,کهکشانها,CANNNNNNOT,k a h k a S A n h A
3197,کوتاه,k oː t ɑː h,کوتاه,CANNNNNNOT,k oː t A h
3198,کوتاه,k oː t ɒː h,کوتاه,CANNNNNNOT,k oː t A h
3199,کوتاه,k uː t ɒː h,کوتاه,CANNNNNNOT,k A t A h
3200,کوتاه,k ɵː t ɔː h,کوتاه,CANNNNNNOT,k ɵː t A h
3201,کوتاه‌تر,k uː t ɒː h t æ ɾ,کوتاهتر,CANNNNNNOT,k A t A h t a r
3202,کوتاه‌ترین,k uː t ɒː h t æ ɾ iː n,کوتاهترین,CANNNNNNOT,k A t A h t a r i n
3203,کودکان,k uː d æ k ɒː n,کودکان,CANNNNNNOT,k A d a k A n
3204,کوزه,k u z a,کوزه,CANNNNNNOT,k u z a
3205,کوزه,k uː z a,کوزه,CANNNNNNOT,k A z a
3206,کوزه,k uː z e,کوزه,CANNNNNNOT,k A z e
3207,کوشک,k oː ʃ k,کوشک,CANNNNNNOT,k oː S k
3208,کوشک,k uː ʃ k,کوشک,CANNNNNNOT,k A S k
3209,کوشک,k ɵː ʃ k,کوشک,CANNNNNNOT,k ɵː S k
3210,کوفته,k oː f t a,کوفته,CANNNNNNOT,k oː f t a
3211,کوفته,k uː f t e,کوفته,CANNNNNNOT,k A f t e
3212,کوفته,k ɵː f t a,کوفته,CANNNNNNOT,k ɵː f t a
3213,کون,kʰ u n,کون,CANNNNNNOT,kʰ u n
3214,کوه,k oː h,کوه,CANNNNNNOT,k oː h
3215,کوه,k uː h,کوه,CANNNNNNOT,k A h
3216,کوه,k ɵː h,کوه,CANNNNNNOT,k ɵː h
3217,کوهستان,k oː h i s t ɑː n,کوهستان,CANNNNNNOT,k oː h i s t A n
3218,کوهستان,k oː h ɪ s t ɒː n,کوهستان,CANNNNNNOT,k oː h i s t A n
3219,کوهستان,k uː h e s t ɒː n,کوهستان,CANNNNNNOT,k A h e s t A n
3220,کوهستان,k ɵː h i s t ɔː n,کوهستان,CANNNNNNOT,k ɵː h i s t A n
3221,کوچه,k oː t ʃ a,کوچه,CANNNNNNOT,k oː t S a
3222,کوچه,k uː t ʃ e,کوچه,CANNNNNNOT,k A t S e
3223,کوچه,k ɵː t ʃ a,کوچه,CANNNNNNOT,k ɵː t S a
3224,کوچک‌تر,k uː t ʃ e k t æ ɾ,کوچکتر,CANNNNNNOT,k A t S e k t a r
3225,کوچک‌ترین,k uː t ʃ e k t æ ɾ iː n,کوچکترین,CANNNNNNOT,k A t S e k t a r i n
3226,کی,k a j,کی,CANNNNNNOT,k a y
3227,کی,k e j,کی,CANNNNNNOT,k e y
3228,کی,k iː,کی,CANNNNNNOT,k i
3229,کیر,k e ɾ,کیر,CANNNNNNOT,k e r
3230,کیر,k eː ɾ,کیر,CANNNNNNOT,k eː r
3231,کیر,k iː ɾ,کیر,CANNNNNNOT,k i r
3232,کیمیا,k iː m i j ɒː,کیمیا,CANNNNNNOT,k i m i y A
3233,کین,k iː n,کین,CANNNNNNOT,k i n
3234,کینه,k iː n e,کینه,CANNNNNNOT,k i n e
3235,کیچه,kʰ iː t͡ʃʰ e,کیچه,CANNNNNNOT,kʰ i t͡Sʰ e
3236,کیچه,kʰ iː t͡ʃʰ æ,کیچه,CANNNNNNOT,kʰ i t͡Sʰ a
3237,گا,ɡ ɒː,گا,CANNNNNNOT,ɡ A
3238,گائیدن,ɡ ɒː j iː d æ n,گائیدن,CANNNNNNOT,ɡ A y i d a n
3239,گاب,ɡ ɒː b,گاب,CANNNNNNOT,ɡ A b
3240,گاراژ,ɡ ɒː ɾ ɒː ʒ,گاراژ,CANNNNNNOT,ɡ A r A ʒ
3241,گاری,ɡ ɒː ɾ iː,گاری,CANNNNNNOT,ɡ A r i
3242,گاز,ɡ ɒː z,گاز,CANNNNNNOT,ɡ A z
3243,گاش,ɡ ɒː ʃ,گاش,CANNNNNNOT,ɡ A S
3244,گام,ɡ ɒː m,گام,CANNNNNNOT,ɡ A m
3245,گاه,ɡ ɒː h,گاه,CANNNNNNOT,ɡ A h
3246,گاو,ɡ o ʊ,گاو,CANNNNNNOT,ɡ o ʊ
3247,گاو,ɡ ɒː v,گاو,CANNNNNNOT,ɡ A v
3248,گاو,ɡ ɒː w,گاو,CANNNNNNOT,ɡ A w
3249,گدازه,ɡ o d ɒː z e,گدازه,CANNNNNNOT,ɡ o d A z e
3250,گذاشتن,ɡ o z ɒː ʃ t æ n,گذاشتن,CANNNNNNOT,ɡ o z A S t a n
3251,گذاشتن,ɡ u z ɔː ʃ t a n,گذاشتن,CANNNNNNOT,ɡ u z A S t a n
3252,گذاشتن,ɡ u ð ɑː ʃ t a n,گذاشتن,CANNNNNNOT,ɡ u ð A S t a n
3253,گذاشتن,ɡ ʊ z ɒː ʃ t a n,گذاشتن,CANNNNNNOT,ɡ ʊ z A S t a n
3254,گذراندن,ɡ o z æ ɾ ɒ n d æ n,گذراندن,CANNNNNNOT,ɡ o z a r ɒ n d a n
3255,گذشتن,ɡ o z æ ʃ t æ n,گذشتن,CANNNNNNOT,ɡ o z a S t a n
3256,گذشتن,ɡ u z a ʃ t a n,گذشتن,CANNNNNNOT,ɡ u z a S t a n
3257,گذشتن,ɡ u ð a ʃ t a n,گذشتن,CANNNNNNOT,ɡ u ð a S t a n
3258,گذشتن,ɡ ʊ z a ʃ t a n,گذشتن,CANNNNNNOT,ɡ ʊ z a S t a n
3259,گذشته,ɡ o z æ ʃ t e,گذشته,CANNNNNNOT,ɡ o z a S t e
3260,گذشته,ɡ u z a ʃ t a,گذشته,CANNNNNNOT,ɡ u z a S t a
3261,گذشته,ɡ u ð a ʃ t a,گذشته,CANNNNNNOT,ɡ u ð a S t a
3262,گذشته,ɡ ʊ z a ʃ t a,گذشته,CANNNNNNOT,ɡ ʊ z a S t a
3263,گرا,ɡ a ɾ ɑː,گرا,CANNNNNNOT,ɡ a r A
3264,گرا,ɡ a ɾ ɒː,گرا,CANNNNNNOT,ɡ a r A
3265,گرا,ɡ a ɾ ɔː,گرا,CANNNNNNOT,ɡ a r A
3266,گرا,ɡ æ ɾ ɒː,گرا,CANNNNNNOT,ɡ a r A
3267,گراز,ɡ o ɾ ɒː z,گراز,CANNNNNNOT,ɡ o r A z
3268,گران,ɡ e ɾ uː n,گران,CANNNNNNOT,ɡ e r A n
3269,گران,ɡ e ɾ ɒː n,گران,CANNNNNNOT,ɡ e r A n
3270,گران,ɡ i ɾ ɑː n,گران,CANNNNNNOT,ɡ i r A n
3271,گران,ɡ i ɾ ɔː n,گران,CANNNNNNOT,ɡ i r A n
3272,گران,ɡ ɪ ɾ ɒː n,گران,CANNNNNNOT,ɡ i r A n
3273,گربسن,ɡ e r b e s æ n,گربسن,CANNNNNNOT,ɡ e r b e s a n
3274,گربه,ɡ o ɾ b e,گربه,CANNNNNNOT,ɡ o r b e
3275,گربه,ɡ u ɾ b a,گربه,CANNNNNNOT,ɡ u r b a
3276,گربه,ɡ ʊ ɾ b a,گربه,CANNNNNNOT,ɡ ʊ r b a
3277,گرختن,ɡ o ɾ eː x t æ n,گرختن,CANNNNNNOT,ɡ o r eː x t a n
3278,گرختن,ɡ o ɾ oː x t æ n,گرختن,CANNNNNNOT,ɡ o r oː x t a n
3279,گردن,ɡ æ r d æ n,گردن,CANNNNNNOT,ɡ a r d a n
3280,گرزمان,ɡ æ ɾ æ z m ɒː n,گرزمان,CANNNNNNOT,ɡ a r a z m A n
3281,گرزه,ɡ o ɾ z e,گرزه,CANNNNNNOT,ɡ o r z e
3282,گرزه,ɡ u ɾ z a,گرزه,CANNNNNNOT,ɡ u r z a
3283,گرزه,ɡ ʊ ɾ z a,گرزه,CANNNNNNOT,ɡ ʊ r z a
3284,گرفتن,ɡ e ɾ e f t æ n,گرفتن,CANNNNNNOT,ɡ e r e f t a n
3285,گرفتن,ɡ i ɾ i f t a n,گرفتن,CANNNNNNOT,ɡ i r i f t a n
3286,گرفتن,ɡ ɪ ɾ ɪ f t a n,گرفتن,CANNNNNNOT,ɡ i r i f t a n
3287,گرمابه,ɡ æ ɾ m ɒː b e,گرمابه,CANNNNNNOT,ɡ a r m A b e
3288,گروه,ɡ o ɾ uː h,گروه,CANNNNNNOT,ɡ o r A h
3289,گروه,ɡ u ɾ oː h,گروه,CANNNNNNOT,ɡ u r oː h
3290,گروه,ɡ u ɾ ɵː h,گروه,CANNNNNNOT,ɡ u r ɵː h
3291,گروه,ɡ ʊ ɾ oː h,گروه,CANNNNNNOT,ɡ ʊ r oː h
3292,گریختن,ɡ o ɾ iː x t æ n,گریختن,CANNNNNNOT,ɡ o r i x t a n
3293,گریختن,ɡ u ɾ e x t a n,گریختن,CANNNNNNOT,ɡ u r e x t a n
3294,گریختن,ɡ u ɾ eː x t a n,گریختن,CANNNNNNOT,ɡ u r eː x t a n
3295,گریختن,ɡ ʊ ɾ eː x t a n,گریختن,CANNNNNNOT,ɡ ʊ r eː x t a n
3296,گریستن,ɡ e ɾ iː s t æ n,گریستن,CANNNNNNOT,ɡ e r i s t a n
3297,گز,ɡ æ z,گز,CANNNNNNOT,ɡ a z
3298,گزاف,ɡ e z ɒː f,گزاف,CANNNNNNOT,ɡ e z A f
3299,گزاف,ɡ æ z ɒː f,گزاف,CANNNNNNOT,ɡ a z A f
3300,گزاف‌تر,ɡ æ z ɒː f t æ ɾ,گزافتر,CANNNNNNOT,ɡ a z A f t a r
3301,گزاف‌ترین,ɡ æ z ɒː f t æ ɾ iː n,گزافترین,CANNNNNNOT,ɡ a z A f t a r i n
3302,گستردن,ɡ o s t æ ɾ d æ n,گستردن,CANNNNNNOT,ɡ o s t a r d a n
3303,گستردن,ɡ u s t a ɾ d a n,گستردن,CANNNNNNOT,ɡ u s t a r d a n
3304,گستردن,ɡ ʊ s t a ɾ d a n,گستردن,CANNNNNNOT,ɡ ʊ s t a r d a n
3305,گسترده,ɡ o s t æ ɾ d e,گسترده,CANNNNNNOT,ɡ o s t a r d e
3306,گشاد,ɡ o ʃ ɒː d,گشاد,CANNNNNNOT,ɡ o S A d
3307,گشتن,ɡ a ʃ t a n,گشتن,CANNNNNNOT,ɡ a S t a n
3308,گشتن,ɡ æ ʃ t æ n,گشتن,CANNNNNNOT,ɡ a S t a n
3309,گشنیز,ɡ e ʃ n iː z,گشنیز,CANNNNNNOT,ɡ e S n i z
3310,گشنیز,ɡ i ʃ n i z,گشنیز,CANNNNNNOT,ɡ i S n i z
3311,گشنیز,ɡ i ʃ n iː z,گشنیز,CANNNNNNOT,ɡ i S n i z
3312,گشنیز,ɡ ɪ ʃ n iː z,گشنیز,CANNNNNNOT,ɡ i S n i z
3313,گفتگو,ɡ o f t o ɡ uː j,گفتگو,CANNNNNNOT,ɡ o f t o ɡ A y
3314,گفتگو,ɡ u f t u ɡ uː j,گفتگو,CANNNNNNOT,ɡ u f t u ɡ A y
3315,گفتگو,ɡ u f t u ɡ ɵː j,گفتگو,CANNNNNNOT,ɡ u f t u ɡ ɵː y
